name,region_clean,address_city,facilityTypeId,is_ngo,enriched_capability,procedure_text,specialties_text,equipment_text,description,confidence
Tema Christian Eye Center,Greater Accra,Tema,clinic,FALSE,"Based in Tema, Ghana | Current status: Closed now | Provides eye care services to everyone | eye care | eye surgery | optical services",Provides eye examination and treatment,ophthalmology,,We provide eye care services to everyone.,Medium
The Bank of Ghana Hospital,Greater Accra,Accra,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"The Bank of Ghana Hospital. The leading name in Advanced Healthcare for all. Exceptional Care, Every Patient, Every Day.",High
The Community Hospital New Ashongman,Greater Accra,New Ashongman,hospital,FALSE,"Listed in categories Hospitals, Doctors and Clinics, and Medical Clinics. | Located on Musuku-ashongman Est Rd, Ghana. | NHIS accredited. | Offers general medical services. | Private primary hospital. | Profile last updated on 18 Apr 2018. | Registered with GhanaYello on 5 Apr 2018. | Verified listing. | antenatal care | delivery | dental care | dental surgery | eye care | eye surgery | general medicine | inpatient care | internal medicine | labour ward | maternity | maternity care | obstetrics | optical services | outpatient care | tooth extraction",Provides eye examination and treatment | Provides dental care and oral health services | Provides obstetric and gynecological services | Provides general internal medicine consultations,ophthalmology | dentistry | gynecologyAndObstetrics | internalMedicine,,The Community Hospital New Ashongman is a private primary hospital in Musuku-ashongman Est Rd Ghana. It offers a general services. This primary hospital is NHIS accredited.,High
"The Community Hospital, Ashongman Estates",Greater Accra,Oyarifa,hospital,FALSE,"Has 123 followers | Has 123 likes | Has 6,088 check-ins here | Includes link to nobline.org | Page created on July 30, 2012 | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,"Facebook page for The Community Hospital, Ashongman Estates (unofficial page) located in Ashongman Estate Oyarifa, Ghana.",High
The Rock Hospital Accra,Greater Accra,Accra,hospital,FALSE,NHIS accredited | Private primary hospital | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,The Rock Hospital is a private primary hospital in 59 Nii Kojo Armah St Odorkor Ghana. It offers a general services. This primary hospital is NHIS accredited.,High
"The Smile Restore Dental Clinics Accra (26 Mango Tree Avenue, Accra, Ghana)",Greater Accra,Accra,clinic,FALSE,Identified as a dentist & dental office | Offers teeth whitening services | Promotes teeth whitening with a 50% Easter discount | dental care | dental surgery | tooth extraction,Offers teeth whitening services | Promotes teeth whitening with a 50% Easter discount,dentistry | aestheticDentistry,,nan,Medium
The Trust Hospital Company Limited,Greater Accra,Accra,hospital,FALSE,"The Trust Hospital Company Limited is located on Oxford Street, Accra, Ghana. | The Trust Hospital Company Limited is the leading private healthcare provider in Ghana. | The Trust Hospital Company Limited operates 4 hospitals and 6 clinics. | Website is thetrusthospital.com. | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine | obstetricsAndMaternityCare | anesthesia,,"The Trust Hospital Company Limited is a fully-fledged hospital established in 1992, and currently the leading private healthcare provider in Ghana.",High
St. John of God Hospital (ASAFO),Western North,SEFWI-ASAFO,hospital,FALSE,24 hour emergency | Provides Adolescent Health services | Provides Antenatal services | Provides Child welfare services | Provides Counselling & Testing for HIV & PMTCT | Provides ECG services | Provides Emergency services | Provides Eye Services | Provides General OPD | Provides Inpatient Care | Provides Laboratory services | Provides Maternity services | Provides Obstetrics & Gynaecology Services | Provides Orthopaedic consultations | Provides Pharmacy services | Provides Postnatal care | Provides Reproductive & Child Health services | Provides School Health services | Provides Surgery services | Provides Ultrasound Scan services | Provides X-ray services | accident and emergency | antenatal care | blood tests | bone surgery | child health | children care | delivery | diagnostic imaging | diagnostic testing | emergency care | emergency surgical care | eye care | eye surgery | fracture treatment | general medicine | general surgery | imaging services | inpatient care | internal medicine | laboratory services | labour ward | maternity | maternity care | neonatal care | obstetrics | operating theatre | optical services | orthopedic surgery | outpatient care | pathology lab | pediatric care | radiology | surgery | surgical procedures | ultrasound | x-ray,Provides general internal medicine consultations | Provides obstetric and gynecological services | Performs orthopedic and bone surgery | Performs laboratory and diagnostic testing | Performs diagnostic imaging and X-rays | Provides eye examination and treatment | Provides pediatric and child health care | Performs general surgical procedures,internalMedicine | gynecologyAndObstetrics | orthopedicSurgery | pathology | radiology | ophthalmology | maternalAndChildHealth | adolescentMedicine | maternalFetalMedicineOrPerinatology | pediatrics | generalSurgery,,General Hospital A1,Medium
New Vision Optical and Eyecare Centre,Greater Accra,Tema,clinic,FALSE,"Based in Tema, Ghana. | Diagnoses and treats various eye diseases. | Operates as a sunglasses and eyewear shop. | Specializes in prescribing and fitting lenses to improve vision. | Stocks designer frames. | eye care | eye surgery | optical services",Provides eye examination and treatment,ophthalmology,,"Specialized in prescribing and fitting lenses to improve vision, and to diagnose and treat various eye diseases.",High
Minutes Medical and Fertility Hospital,Greater Accra,Accra,hospital,FALSE,"Fertility and surrogacy center offering IUI and IVF by specialized doctors | Located on Urban road, Fise - Amasaman, Accra, Ghana | Performs in vitro fertilization (IVF) procedures | Performs intrauterine insemination (IUI) procedures | Provides fertility surrogacy services | general medicine | inpatient care | internal medicine | outpatient care",Performs intrauterine insemination (IUI) procedures | Performs in vitro fertilization (IVF) procedures | Provides fertility surrogacy services,internalMedicine,,nan,Medium
Lucy Memorial Hospital,Greater Accra,Accra,hospital,FALSE,24 hour emergency | Provides 24-hour ambulance service for emergency cases (outdoor and indoor). | Self-described as a first-class hospital providing high-quality healthcare services. | accident and emergency | emergency care | emergency medicine | general medicine | inpatient care | internal medicine | outpatient care | trauma care,Provides general internal medicine consultations | Provides emergency and trauma care,internalMedicine | emergencyMedicine,,"Lucy Memorial Hospital provides a 24-hour ambulance service to our clients for emergency cases for both outdoor and indoor cases. Just call us and give the necessary information, we are at your service. Call: 0302 333 125; 050 146 2630.",High
Sunyani Teaching Hospital,Brong Ahafo,Sunyani,hospital,FALSE,"Provides high-quality health services up to secondary level (curative, preventive, etc). | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,"Exists to provide up to secondary level high quality health services(curative, preventive, etc)",Medium
Mediwest Laboratory Services-MLS,Western,Takoradi,clinic,FALSE,"Provides medical laboratory services (static and mobile) in Takoradi, Ghana | blood tests | diagnostic testing | laboratory services | pathology lab",Performs laboratory and diagnostic testing,pathology,,MLS provides medical laboratory services (both static and mobile) and medical laboratory consultation.,High
National Cardiothoracic Centre of the Korle Bu Teaching Hospital,Greater Accra,Accra,hospital,FALSE,"24 hour emergency | ICU | Location: Harley Street, Korle Bu | Offers 2D Electrocardiogram (ECHO) services | Offers Cardiac Consultation | Offers Electrocardiogram (ECG) testing | Offers Exercise Stress Test | Offers Holter Monitoring | Online appointment booking available with SMS confirmations | Walk-in appointments accepted | Weekdays (Monday to Friday) operating hours are 09:00 to 17:00 | Weekends (Saturday and Sunday) OPD is not available; only emergency cases | accident and emergency | cardiac care | cardiology services | emergency care | general medicine | heart treatment | inpatient care | intensive care | intensive care unit | internal medicine | outpatient care",Offers Holter Monitoring | Offers Electrocardiogram (ECG) testing | Offers 2D Electrocardiogram (ECHO) services | Offers Exercise Stress Test | Offers Cardiac Consultation,cardiology | cardiacSurgery | internalMedicine,,nan,Medium
